date,open,high,low,close,volume,Name
11/13/2014,322.25,322.25,314.3348,317.98,1126189,BIIB
11/14/2014,317.96,318.02,300.35,305.43,2557338,BIIB
11/17/2014,305,308.65,301.86,302.42,1390188,BIIB
11/18/2014,305.68,306.98,303.02,305.56,1643244,BIIB
11/19/2014,304.6,305.5,302.1,303.61,1956845,BIIB
11/20/2014,300.1,303.98,297.83,299.1,1772390,BIIB
11/21/2014,305.28,305.28,301.32,303.55,1828008,BIIB
11/24/2014,305.61,308.84,304.78,306.74,1388201,BIIB
11/25/2014,307,307.64,302.45,305.4,1947198,BIIB
11/26/2014,305,305.83,301.39,304.92,1085880,BIIB
11/28/2014,307.58,310.205,305.97,307.69,849119,BIIB
12/1/2014,306.43,310.4746,306.11,308.44,1146082,BIIB
12/2/2014,335.65,336.65,323.41,328.27,6209536,BIIB
12/3/2014,328.52,347.74,328.52,347.34,4673971,BIIB
12/4/2014,345.88,350.8943,337.54,341.18,2538444,BIIB
12/5/2014,341.99,345.9265,339.71,340.87,1460327,BIIB
12/8/2014,341.95,347.28,340.9,344.05,1396531,BIIB
12/9/2014,340.4,348.06,337.57,347.61,1297626,BIIB
12/10/2014,346.85,349.88,342.62,343.59,1454527,BIIB
12/11/2014,344.87,351.38,341.86,342.33,1471758,BIIB
12/12/2014,339.23,349.98,338.5,344.49,1563786,BIIB
12/15/2014,346.5,346.65,333.12,335.8,1404531,BIIB
12/16/2014,333.38,339.83,324.69,325.13,1836334,BIIB
12/17/2014,326.5,333.73,322.35,332.89,1652746,BIIB
12/18/2014,339.36,353.7,337.71,353.7,2401811,BIIB
12/19/2014,343.28,361.93,343.06,360.67,3691331,BIIB
12/22/2014,352,356.65,345.2301,352.29,2170443,BIIB
12/23/2014,353.56,353.79,328.68,335.76,2635166,BIIB
12/24/2014,335.53,343.62,334.98,340.885,966287,BIIB
12/26/2014,342.92,345.55,338.02,342.4,1138728,BIIB
12/29/2014,341.93,345.99,339.29,343.43,1236493,BIIB
12/30/2014,341.51,345.01,339.4256,342.19,933537,BIIB
12/31/2014,343.92,348.5,339.33,339.45,868309,BIIB
1/2/2015,342.84,346.99,340.33,342.01,976701,BIIB
1/5/2015,339.27,342,335.13,336.74,1253151,BIIB
1/6/2015,339.98,346.64,334.4,334.65,1898150,BIIB
1/7/2015,338.09,354,338.045,353.24,2484299,BIIB
1/8/2015,359.42,360,341.7105,350.25,4286905,BIIB
1/9/2015,349.78,352.08,338.24,342.34,2562144,BIIB
1/12/2015,345.5,350,343.71,347.84,1899187,BIIB
1/13/2015,352.81,361.91,348.35,352.74,2489440,BIIB
1/14/2015,348,355.61,347.52,348.75,1429918,BIIB
1/15/2015,350.04,354.55,339.662,339.88,1667792,BIIB
1/16/2015,339.37,353.44,339.3501,352.75,1672977,BIIB
1/20/2015,354.5,365.19,350.64,363.28,2076362,BIIB
1/21/2015,361.41,366.17,358.22,361.825,1336963,BIIB
1/22/2015,364,364,349.49,353.65,2322866,BIIB
1/23/2015,352.98,359.87,352.03,357.53,1077661,BIIB
1/26/2015,357.63,362.84,355.45,362.44,1330585,BIIB
1/27/2015,358.28,364.76,357.13,357.89,1446335,BIIB
1/28/2015,360.29,361.38,350.5,351.18,1485977,BIIB
1/29/2015,351.53,354.6057,345.76,353.25,1707791,BIIB
1/30/2015,372.75,397,372.75,389.16,4029832,BIIB
2/2/2015,389.03,394.98,382,390,1832685,BIIB
2/3/2015,390.73,395.5,386.34,393.89,1781484,BIIB
2/4/2015,388.6,394.48,381.36,391.12,2166026,BIIB
2/5/2015,393.7,402.4,390.11,401.79,1576240,BIIB
2/6/2015,400.3,407.94,399,402,1640453,BIIB
2/9/2015,398.05,402.8399,396.464,396.88,1440778,BIIB
2/10/2015,398.05,400.864,394.06,395.13,1811638,BIIB
2/11/2015,394.86,396.86,388.53,390,1766321,BIIB
2/12/2015,394.69,395,386.14,392.11,1755141,BIIB
2/13/2015,391.68,394.39,387.24,391.66,1180115,BIIB
2/17/2015,389.11,402.29,388.67,397.91,1321114,BIIB
2/18/2015,396.83,401.87,396.52,401.12,782821,BIIB
2/19/2015,401.04,408.24,400.56,406.73,1144305,BIIB
2/20/2015,406.4,409.03,403.36,408.05,945924,BIIB
2/23/2015,408.25,411.32,406.23,408.58,955238,BIIB
2/24/2015,410.25,410.74,402.83,404.89,854226,BIIB
2/25/2015,405.32,412.02,400.57,408.94,1114813,BIIB
2/26/2015,408.82,411.77,406.065,410.1,863782,BIIB
2/27/2015,410.23,411.31,405.8,409.59,1371021,BIIB
3/2/2015,410.67,416.82,406.4,415.79,1347278,BIIB
3/3/2015,415,415.17,407.12,412.79,1236017,BIIB
3/4/2015,410.95,417.18,406.1,414.13,1524051,BIIB
3/5/2015,417.42,425.7,417.09,425.61,1847295,BIIB
3/6/2015,424.23,424.23,416.24,417.63,1643719,BIIB
3/9/2015,417.23,417.65,411.6,415.51,1516214,BIIB
3/10/2015,409.67,420.44,409.61,414.2,1400677,BIIB
3/11/2015,415.31,416.24,407.51,408.11,1426806,BIIB
3/12/2015,411.49,411.49,406.02,407.64,1553494,BIIB
3/13/2015,407.09,416.6999,407.09,413.35,1745275,BIIB
3/16/2015,415.46,422.3663,414.2201,421.32,1564535,BIIB
3/17/2015,420.1,426.48,417.5,426.12,1968927,BIIB
3/18/2015,425,431,417.05,427.93,2030270,BIIB
3/19/2015,434.795,439.9,431.33,433.65,2471896,BIIB
3/20/2015,475.92,480.18,456.06,475.98,10643242,BIIB
3/23/2015,466.07,474,460.5,463.73,3712598,BIIB
3/24/2015,462.99,467.64,452.01,452.71,2481382,BIIB
3/25/2015,449.06,450.25,431.39,431.63,3743694,BIIB
3/26/2015,427.8,432.88,420.41,428.93,3354325,BIIB
3/27/2015,430.12,436.67,429.36,429.87,1859181,BIIB
3/30/2015,433.68,437,428.6,431.62,1600075,BIIB
3/31/2015,430.16,433.98,422.1,422.24,1808665,BIIB
4/1/2015,423.2,423.47,407.55,413.81,2711733,BIIB
4/2/2015,415.4,416.48,410.64,412.44,1701777,BIIB
4/6/2015,408.75,420.09,408.21,413.42,1873805,BIIB
4/7/2015,415.5,425.37,415.125,418.09,1571945,BIIB
4/8/2015,419.3,427.505,418.1,425.36,1540055,BIIB
4/9/2015,424.6,431.78,419.48,426.63,1341609,BIIB
4/10/2015,426.16,428.83,420.5,425.65,1063127,BIIB
4/13/2015,426.7,432.47,422.52,423.36,1263254,BIIB
4/14/2015,423.99,426.48,417.71,423.57,1365123,BIIB
4/15/2015,430.76,432.74,424.57,430.96,2038080,BIIB
4/16/2015,428.14,432.88,428,428.65,1109018,BIIB
4/17/2015,424,426.99,416.84,419.44,1837610,BIIB
4/20/2015,424.66,424.77,419,422.92,1183283,BIIB
4/21/2015,425.19,426.17,420.17,422.11,1224628,BIIB
4/22/2015,423.88,425.96,418.55,423.57,1298164,BIIB
4/23/2015,423,431.8408,421,430.28,1938171,BIIB
4/24/2015,410,410.87,395,401.71,6084406,BIIB
4/27/2015,401.75,403.45,388.08,389.27,3431994,BIIB
4/28/2015,388.8,391.87,374.36,374.68,4923876,BIIB
4/29/2015,377.97,388.45,376,383.78,3255638,BIIB
4/30/2015,380.89,383.83,368.88,373.93,2685872,BIIB
5/1/2015,377.52,388.14,377.52,386.22,2738394,BIIB
5/4/2015,389.45,393.8925,384.75,386.22,1457011,BIIB
5/5/2015,385,388.445,381,385.8,1594816,BIIB
5/6/2015,387.25,389.99,380.41,383.56,1279740,BIIB
5/7/2015,384,388.0699,380.61,383.29,1298083,BIIB
5/8/2015,390.88,399.5,390.0295,398.43,2037778,BIIB
5/11/2015,403.2,404,395,396.91,1575058,BIIB
5/12/2015,393.2,397.78,389.0001,395.3,1142526,BIIB
5/13/2015,396,398.38,388.72,390.04,1170296,BIIB
5/14/2015,392.98,395.11,387.365,394.35,1613094,BIIB
5/15/2015,395,398.19,389.076,391.24,1443126,BIIB
5/18/2015,389.38,396.405,389.22,395.42,996354,BIIB
5/19/2015,396.01,400.11,393.96,395.17,1346962,BIIB
5/20/2015,394.5,403.48,391.61,401,1478546,BIIB
5/21/2015,400.24,401.65,397.97,401.15,858982,BIIB
5/22/2015,399.19,401.7899,397.4,398.68,829840,BIIB
5/26/2015,397.17,399.9279,391.6196,392.88,899787,BIIB
5/27/2015,393.81,403.22,391.52,402.92,1117038,BIIB
5/28/2015,402.3,403.85,399.1,400.1,789137,BIIB
5/29/2015,400.09,401.89,395.64,396.99,1303117,BIIB
6/1/2015,398.87,399.58,391,393.35,1193635,BIIB
6/2/2015,391.36,391.755,384,387.62,1947063,BIIB
6/3/2015,388.77,393.79,387.33,387.48,1281539,BIIB
6/4/2015,385.5,387.5395,382.54,384.34,1527580,BIIB
6/5/2015,382.88,389.75,381.57,387.86,998812,BIIB
6/8/2015,387.66,389.39,384.673,386.37,776984,BIIB
6/9/2015,384.27,385.88,378.82,382,1260764,BIIB
6/10/2015,382.97,390.06,378,388.5,1573278,BIIB
6/11/2015,390.6,395.15,390.16,393.54,1323308,BIIB
6/12/2015,391.26,395.8,386.25,388.77,1078418,BIIB
6/15/2015,386.64,390.43,382.02,388.28,1048502,BIIB
6/16/2015,386.59,390.9899,385.455,388.28,930941,BIIB
6/17/2015,389.35,391.9,386.31,390.86,920924,BIIB
6/18/2015,393.47,404.9,393.4,401.55,1677369,BIIB
6/19/2015,406.61,414,406.61,411.05,2951884,BIIB
6/22/2015,415,420,414.785,417.57,1185778,BIIB
6/23/2015,419.65,420.99,414.0391,416.26,1081740,BIIB
6/24/2015,415.43,415.99,410.27,410.65,990646,BIIB
6/25/2015,412.92,417.68,410.06,411.29,902791,BIIB
6/26/2015,412.24,413.6999,405.79,408.73,958701,BIIB
6/29/2015,404.5,407.86,395.9,396.21,1474127,BIIB
6/30/2015,403.55,405,396.66,403.94,1582231,BIIB
7/1/2015,408.32,409.98,404.375,405.41,992529,BIIB
7/2/2015,407.29,407.98,403.15,404.28,929142,BIIB
7/6/2015,399.86,412,399.51,404.63,1189697,BIIB
7/7/2015,405.25,409.9099,400.33,408.06,1488886,BIIB
7/8/2015,405,406.23,396.73,397.68,1312892,BIIB
7/9/2015,403.56,404.36,399.29,399.29,1325282,BIIB
7/10/2015,401,401.44,381.86,388.23,3887459,BIIB
7/13/2015,391.21,395.79,388.64,391.23,1517929,BIIB
7/14/2015,396.95,403.21,393.715,400.2,1507198,BIIB
7/15/2015,404.59,407.83,399.53,400.55,1471755,BIIB
7/16/2015,402.72,407.31,402.05,403.73,1335511,BIIB
7/17/2015,406.37,407.13,401.75,404.66,1890273,BIIB
7/20/2015,407.53,409.4,403.01,408.93,1816591,BIIB
7/21/2015,410.35,412.24,405.51,409.5,1768739,BIIB
7/22/2015,393.65,401.11,389.61,391.74,4053512,BIIB
7/23/2015,394.17,396.23,384.51,385.05,2602459,BIIB
7/24/2015,327,327,299.76,300.03,16634140,BIIB
7/27/2015,305.4,325,303.76,309.43,9975021,BIIB
7/28/2015,312.52,320.51,308.68,319.93,3547037,BIIB
7/29/2015,321.92,323,309.15,313.34,3278003,BIIB
7/30/2015,312.54,319.42,310.52,317,2303854,BIIB
7/31/2015,319.57,322.35,312.7,318.78,2261458,BIIB
8/3/2015,320.33,325.805,319.11,324.38,3024846,BIIB
8/4/2015,325.88,334.8,324.52,330.38,3586242,BIIB
8/5/2015,333,338.51,332.81,335.41,2308025,BIIB
8/6/2015,336.67,337.5,315.3,316.6,3829962,BIIB
8/7/2015,316,316.19,305.66,309,4259045,BIIB
8/10/2015,312.2,317.25,312,314.94,2452902,BIIB
8/11/2015,312.56,319.12,311.72,314.85,1851604,BIIB
8/12/2015,312.3,317.86,307.5,316.73,1964264,BIIB
8/13/2015,316.97,319.48,313.75,313.91,1316320,BIIB
8/14/2015,314.22,316.265,309.14,312.61,2006873,BIIB
8/17/2015,313.49,317.66,311.02,316.08,1607216,BIIB
8/18/2015,316.8,317.1528,310.6,312.13,1213423,BIIB
8/19/2015,311.99,319.35,310.5,315.82,1832351,BIIB
8/20/2015,314.78,316.905,309.21,309.9,1913245,BIIB
8/21/2015,305.71,312.65,295.46,295.64,3659423,BIIB
8/24/2015,269.05,295.15,265,278.35,5879878,BIIB
8/25/2015,292.64,298,281.5,281.745,3744224,BIIB
8/26/2015,290.1,298.61,283.44,298.25,3133927,BIIB
8/27/2015,301.37,308.5,299.36,304.49,2498606,BIIB
8/28/2015,301,306.4521,299.76,303.69,2059085,BIIB
8/31/2015,302.16,304.51,296.47,297.3,1642381,BIIB
9/1/2015,292.22,301.98,291.26,292.5,2498495,BIIB
9/2/2015,298.48,304.43,293.61,304.21,2271640,BIIB
9/3/2015,306.47,309.72,300.84,301.63,1787811,BIIB
9/4/2015,297.72,304.14,295.03,302.26,1696618,BIIB
9/8/2015,306.91,309.22,302.55,308.74,1840920,BIIB
9/9/2015,313.55,317.825,302.47,303.48,1623542,BIIB
9/10/2015,302.91,315.775,302.1076,312.62,2189641,BIIB
9/11/2015,310.67,315.5,307.21,315.37,1928844,BIIB
9/14/2015,316.89,318.2,311.94,316.23,1812764,BIIB
9/15/2015,316.41,321.65,313.29,319.86,2060441,BIIB
9/16/2015,319.05,322.41,315.08,319.56,1984884,BIIB
9/17/2015,321.19,330.54,318.38,325.3,2589181,BIIB
9/18/2015,321.06,324.1,313,314.67,4618814,BIIB
9/21/2015,315.29,315.43,294.62,297.16,4161886,BIIB
9/22/2015,292.52,300,289,299.06,4391710,BIIB
9/23/2015,299.27,303.79,296.3,298.34,1642943,BIIB
9/24/2015,295.58,298.1466,287.12,293.01,2663070,BIIB
9/25/2015,298.78,298.78,280.32,284.79,3366113,BIIB
9/28/2015,282.54,284,267,272.28,4908171,BIIB
9/29/2015,270.6,288.569,270.6,278.23,3819690,BIIB
9/30/2015,283.98,292,283.06,291.81,2935561,BIIB
10/1/2015,291.99,292.8899,282.45,287.3,2871881,BIIB
10/2/2015,283.38,290.75,280.72,290.35,2981971,BIIB
10/5/2015,291.43,292.48,282.76,286.55,2703044,BIIB
10/6/2015,282.41,282.98,269,275.99,4313721,BIIB
10/7/2015,279.86,284.615,274.01,279.24,3469855,BIIB
10/8/2015,278.33,281.5,272.28,279.88,2558918,BIIB
10/9/2015,279.63,280,267.27,269.16,4047227,BIIB
10/12/2015,270.92,270.92,263.51,264.67,3686843,BIIB
10/13/2015,262,270.82,254.78,256.04,4302890,BIIB
10/14/2015,260.44,262.8448,254.4,256.79,3961370,BIIB
10/15/2015,256.31,268.53,254,268.41,2750293,BIIB
10/16/2015,270.18,272.99,267,272.37,2849338,BIIB
10/19/2015,270.87,276.5,268.04,273.02,2940026,BIIB
10/20/2015,273.06,277.29,264.58,265.81,3539816,BIIB
10/21/2015,285,291.01,262.45,276.34,8416934,BIIB
10/22/2015,276.33,283.48,270.07,276.83,4522745,BIIB
10/23/2015,279,280.88,270.7031,276.99,3866446,BIIB
10/26/2015,279.82,282.15,273.37,274.6,3149224,BIIB
10/27/2015,276,291.77,275.114,290.63,3722592,BIIB
10/28/2015,291.95,294.06,285.5,293.69,3306720,BIIB
10/29/2015,294.3,299.41,290.77,293.72,3612027,BIIB
10/30/2015,294,295.04,290,290.51,5209093,BIIB
11/2/2015,294.52,303.31,293.33,303.08,2785781,BIIB
11/3/2015,302.05,304.37,298.24,299.14,2102417,BIIB
11/4/2015,299.84,302.39,293.05,296.57,2437712,BIIB
11/5/2015,294.15,295.0057,288.5,293.03,2259889,BIIB
11/6/2015,293.09,296.1,287.73,295.35,2450102,BIIB
11/9/2015,294,298,291.76,293.4,1787218,BIIB
11/10/2015,294.36,298.98,291.23,297.22,1801031,BIIB
11/11/2015,297.94,303.3,293.79,293.89,2085547,BIIB
11/12/2015,292.5,297.28,290.91,291.33,1457184,BIIB
11/13/2015,290.18,293.285,283.83,284.84,1926788,BIIB
11/16/2015,285.93,286.75,278.28,283.53,1960074,BIIB
11/17/2015,284.2,285.77,278.55,279.49,2348510,BIIB
11/18/2015,280.65,292.68,279.31,291.98,2253239,BIIB
11/19/2015,292,292.5,286.53,289.44,1625050,BIIB
11/20/2015,291.85,292.43,289.91,290.16,1723798,BIIB
11/23/2015,290.4,297.88,290.26,294.25,1392403,BIIB
11/24/2015,290.96,292.61,288.01,289.15,1325436,BIIB
11/25/2015,290,292.86,289.29,292.3,1140055,BIIB
11/27/2015,292.97,294.1,290.78,293.21,465774,BIIB
11/30/2015,293.16,294.26,285.1,286.86,1679305,BIIB
12/1/2015,289.3,290.59,285.8,290.04,1684282,BIIB
12/2/2015,289.14,290.39,284.58,284.96,1369003,BIIB
12/3/2015,284.22,285.5799,274.23,275.44,1902741,BIIB
12/4/2015,277,284.75,276.125,284.45,1917051,BIIB
12/7/2015,283.31,284.98,279.7,281.63,1739693,BIIB
12/8/2015,279.89,289.76,278,288.46,1751954,BIIB
12/9/2015,286.21,290.09,283.02,284.61,1525367,BIIB
12/10/2015,285.36,291.22,284.68,289.88,1422778,BIIB
12/11/2015,285.54,288.59,282.23,283.46,2029926,BIIB
12/14/2015,283.77,285,276.43,282.39,1654957,BIIB
12/15/2015,285.01,291.69,282.56,289.11,1624303,BIIB
12/16/2015,292.23,299.68,290,299.29,2104190,BIIB
12/17/2015,299.04,300.87,296.375,297.17,1705316,BIIB
12/18/2015,294.8,299.8222,293.05,293.37,2790223,BIIB
12/21/2015,294.84,297.86,293.5,297.56,1137559,BIIB
12/22/2015,298,301.84,296.35,300.77,1215815,BIIB
12/23/2015,303.79,303.79,299.16,300.19,986521,BIIB
12/24/2015,300.29,303.87,299.5,302.29,540042,BIIB
12/28/2015,302.03,304.98,301.5,303.84,848355,BIIB
12/29/2015,304.99,311.65,304.77,309.67,1223257,BIIB
12/30/2015,309.98,310.29,307,308.34,802451,BIIB
12/31/2015,306.1,309.33,306.1,306.35,1063813,BIIB
1/4/2016,300.34,301.025,291.4,294.62,2451141,BIIB
1/5/2016,295.38,298.64,293.56,296.7,1263926,BIIB
1/6/2016,292.6,296.58,291.01,293.68,1540205,BIIB
1/7/2016,286.52,289.99,283.03,284.01,1844924,BIIB
1/8/2016,284.65,288.11,280,280.59,1808881,BIIB
1/11/2016,280.59,283.95,271.66,278.54,2109571,BIIB
1/12/2016,281.18,285.56,271,278.67,1833879,BIIB
1/13/2016,279.42,281.99,267,267.25,2108384,BIIB
1/14/2016,268.57,283.3,265.37,280.57,2414322,BIIB
1/15/2016,271.01,279.89,269.25,273.33,2579877,BIIB
1/19/2016,276.98,276.99,264.72,269.85,2209644,BIIB
1/20/2016,263.25,272.78,257.66,269.35,2368262,BIIB
1/21/2016,269.67,271.05,261.02,262.08,2530991,BIIB
1/22/2016,266.36,269.48,264.62,268.92,2111804,BIIB
1/25/2016,269.46,271.2099,261.3,262.1,1792368,BIIB
1/26/2016,262.76,264.48,257.78,259.87,2108156,BIIB
1/27/2016,275.05,285.28,270.34,273.26,5159614,BIIB
1/28/2016,275.77,276.97,261.7,265.96,3056490,BIIB
1/29/2016,268.42,273.9,265.7,273.06,3080416,BIIB
2/1/2016,270.34,275.83,269.5825,273.45,1852008,BIIB
2/2/2016,267.74,271.2,265.16,266.06,1929816,BIIB
2/3/2016,267.58,270.74,261,270.43,2086401,BIIB
2/4/2016,270.16,279.375,269.11,273.27,2073406,BIIB
2/5/2016,271.1,272.67,258.46,263.86,2856944,BIIB
2/8/2016,260.45,260.45,248.16,250.77,2758161,BIIB
2/9/2016,246.54,255,243.85,249.99,2386904,BIIB
2/10/2016,253.35,257.37,249.28,252.2,1763503,BIIB
2/11/2016,246.31,250.015,243.03,245.11,2171180,BIIB
2/12/2016,248.78,249.2,242.07,247.22,2119511,BIIB
2/16/2016,249,257.42,249,256.52,2084238,BIIB
2/17/2016,256.29,265.86,256.08,265.63,1921449,BIIB
2/18/2016,266.6,266.96,258.51,259.05,1536157,BIIB
2/19/2016,257.36,263,255.12,261.4,1450147,BIIB
2/22/2016,265.26,266,261.34,265.83,1218089,BIIB
2/23/2016,264.81,265.86,257.9,258.99,1539215,BIIB
2/24/2016,256.35,257.684,249.01,257.22,1433723,BIIB
2/25/2016,261.9,262.84,259.16,262.35,1520232,BIIB
2/26/2016,264.06,266.47,260.876,264.49,1603838,BIIB
2/29/2016,262.68,265.6,259.18,259.42,1790106,BIIB
3/1/2016,261.37,271.01,259.25,270.9,1928394,BIIB
3/2/2016,270.17,274.57,268.6601,273.66,1664018,BIIB
3/3/2016,272.22,272.82,266.14,268.64,1430947,BIIB
3/4/2016,269.64,269.68,263.125,263.94,1640771,BIIB
3/7/2016,262.14,272.44,261.2,269.52,1681155,BIIB
3/8/2016,267.24,269.02,260.78,261.28,1552059,BIIB
3/9/2016,261.26,263.28,252.38,255.66,1892508,BIIB
3/10/2016,257,260.57,251,251.97,1962820,BIIB
3/11/2016,255.98,260.04,255.1,259.74,1759902,BIIB
3/14/2016,258.91,259.8896,256.9,257.77,1242377,BIIB
3/15/2016,257.47,257.92,248.54,250.33,1954790,BIIB
3/16/2016,250.42,256.19,247.6125,250.84,1744823,BIIB
3/17/2016,250,250.03,242.25,246.31,1894960,BIIB
3/18/2016,247.83,251.16,243.21,250.78,3347878,BIIB
3/21/2016,249.52,257.41,247.01,256.05,1451654,BIIB
3/22/2016,252.7,261.3799,252.2,259.42,1564556,BIIB
3/23/2016,257,258.35,253.59,255.24,1545596,BIIB
3/24/2016,253.79,257.54,251.13,254.69,1077050,BIIB
3/28/2016,255.05,256.71,251.45,251.76,1018969,BIIB
3/29/2016,251.68,254.97,246.74,254.68,1276632,BIIB
3/30/2016,256.04,257.915,252.63,254.18,1162260,BIIB
3/31/2016,255.07,261.4,254.1901,260.32,1550277,BIIB
4/1/2016,258.83,261.96,257.5,260.54,2156239,BIIB
4/4/2016,260.56,266,260.041,264.01,2414503,BIIB
4/5/2016,262.28,267.75,262.15,265.62,1700690,BIIB
4/6/2016,266.33,280.58,266.17,279.57,3018816,BIIB
4/7/2016,278.03,280.699,271.15,273.04,2006137,BIIB
4/8/2016,275,275.16,267.33,270.83,2135965,BIIB
4/11/2016,271.57,272.9799,264.21,265.19,1888514,BIIB
4/12/2016,265,268.6799,262.27,267.61,1459066,BIIB
4/13/2016,269.22,272.767,267.35,271.73,1394969,BIIB
4/14/2016,270.71,272,269.07,270.56,910058,BIIB
4/15/2016,270.56,271.07,265.31,268.5,1685157,BIIB
4/18/2016,267.85,273.37,267.04,272.92,1541310,BIIB
4/19/2016,273.1,275.98,270.232,271,1397437,BIIB
4/20/2016,271.92,271.92,263.31,265.89,2522477,BIIB
4/21/2016,268.84,280.1325,268.84,279.6,3153554,BIIB
4/22/2016,280.4,283.54,278.21,282.7,2355104,BIIB
4/25/2016,281.57,286.32,281.56,284.85,1663573,BIIB
4/26/2016,285.63,285.95,280.67,281.7,1473726,BIIB
4/27/2016,281.57,282,278.52,280.06,1099742,BIIB
4/28/2016,278,284.05,277.51,281.08,1403403,BIIB
4/29/2016,278.24,280.53,271.395,274.99,1941004,BIIB
5/2/2016,274.74,274.99,268.883,273.69,1359264,BIIB
5/3/2016,272.82,276.61,271.09,273.71,1603572,BIIB
5/4/2016,271.7,271.75,262.44,263.12,1788237,BIIB
5/5/2016,263.58,265.4,262.63,264.62,1105910,BIIB
5/6/2016,263.47,265.87,260.89,263.61,1202308,BIIB
5/9/2016,264.72,273.1375,264.1,270.17,1425832,BIIB
5/10/2016,271.64,273.61,269.6,273.27,1031756,BIIB
5/11/2016,272.22,273.61,267,267.25,971498,BIIB
5/12/2016,268.25,270.55,259.59,262.71,1299337,BIIB
5/13/2016,261.41,264.98,260.1,262.03,997710,BIIB
5/16/2016,263.03,266.95,262.6,266.26,1306115,BIIB
5/17/2016,265.15,267.89,263.08,263.52,1160998,BIIB
5/18/2016,262.65,265.82,262.2625,264.29,1040769,BIIB
5/19/2016,262.8,264.7,256.42,258.72,1281160,BIIB
5/20/2016,259.31,265.55,259,263.66,1340393,BIIB
5/23/2016,263.77,267.1784,263.15,264.85,848539,BIIB
5/24/2016,266.33,273.42,263.94,272.94,1560917,BIIB
5/25/2016,273.73,280.07,273.51,279.7,1796363,BIIB
5/26/2016,279.53,284.28,279.09,282,1829382,BIIB
5/27/2016,282,284.25,280.61,282.79,1262957,BIIB
5/31/2016,285,291.63,284.656,289.73,2146497,BIIB
6/1/2016,287.97,289.95,286.14,286.82,1418366,BIIB
6/2/2016,286.88,289.91,286.5645,289.73,1128675,BIIB
6/3/2016,289.51,292.69,283.79,290.23,1472999,BIIB
6/6/2016,290,290.74,285.21,289.84,1618702,BIIB
6/7/2016,264.45,264.73,250.87,252.86,8876397,BIIB
6/8/2016,255.03,256.79,251.41,254.17,3610356,BIIB
6/9/2016,253.14,256.19,249.57,250.46,2860184,BIIB
6/10/2016,248.15,249.04,244.02,246.13,2455325,BIIB
6/13/2016,245.76,248.4,244.04,244.35,1628246,BIIB
6/14/2016,243.35,245.0132,240.16,241.7,1696739,BIIB
6/15/2016,242.38,242.9899,238.59,238.91,2101563,BIIB
6/16/2016,236.91,243.34,236.54,242.19,1995519,BIIB
6/17/2016,242.27,242.27,238.2,238.21,2219712,BIIB
6/20/2016,241,242.5,237.17,237.39,1401107,BIIB
6/21/2016,238,238.99,232.99,233,1955884,BIIB
6/22/2016,233.66,238.48,232.16,234.6,2622350,BIIB
6/23/2016,237.18,238.79,235.762,238.62,1402996,BIIB
6/24/2016,232,235.296,229,229.02,2685048,BIIB
6/27/2016,227,229.54,223.0211,224.6,2929862,BIIB
6/28/2016,225.68,229.75,225.68,228.52,2115685,BIIB
6/29/2016,232.87,239.85,232,238.91,2881234,BIIB
6/30/2016,239.31,241.9,236.67,241.82,2093220,BIIB
7/1/2016,242.57,246.545,241.59,245.06,1465515,BIIB
7/5/2016,244.62,244.8,240.07,242.03,1239300,BIIB
7/6/2016,241.64,247.89,240.71,247.48,1750938,BIIB
7/7/2016,247.24,249.66,245.2208,247.27,1140351,BIIB
7/8/2016,248.63,251.78,246.11,251.3,1296446,BIIB
7/11/2016,253.25,255.1,251.12,252.54,1746571,BIIB
7/12/2016,253.78,254.85,251.29,253.36,1175107,BIIB
7/13/2016,254.24,254.27,250.82,251.19,1285359,BIIB
7/14/2016,253.3,253.8,250.02,252.87,1295371,BIIB
7/15/2016,254.12,260.45,253.81,260.3,2404882,BIIB
7/18/2016,260.04,262.8,257.47,261.5,2133040,BIIB
7/19/2016,260.94,262.49,258.16,259.82,1094509,BIIB
7/20/2016,259.87,263.16,257.5687,262.41,1830168,BIIB
7/21/2016,279.76,282.54,274.2257,282.45,5548039,BIIB
7/22/2016,282.09,290.92,281.3806,287.78,3394578,BIIB
7/25/2016,287.84,290.58,285.02,287.35,1977714,BIIB
7/26/2016,286,289.95,285.4667,287.04,1987081,BIIB
7/27/2016,286.83,288.77,286.08,288.35,1458156,BIIB
7/28/2016,288.61,289.98,285.07,289.03,1454493,BIIB
7/29/2016,288.85,290.46,286.8,289.93,1338487,BIIB
8/1/2016,300,307.495,299.06,301.83,3565617,BIIB
8/2/2016,302.88,333.65,297.66,330.11,7799985,BIIB
8/3/2016,321.77,324.3,310.06,321.34,6040515,BIIB
8/4/2016,320.15,320.45,314.01,314.56,2002341,BIIB
8/5/2016,316.16,318.91,313.69,315.96,1358794,BIIB
8/8/2016,316.02,316.35,309.16,313.65,2136783,BIIB
8/9/2016,313.72,316.24,311.8,314.42,1132233,BIIB
8/10/2016,315,315,307.14,308.87,1236312,BIIB
8/11/2016,309.47,316.25,309.42,314.49,1771130,BIIB
8/12/2016,311.99,315.23,311.65,313.94,993791,BIIB
8/15/2016,313.4,315.08,310.01,313.39,929774,BIIB
8/16/2016,313.27,316.67,312.64,313.42,946103,BIIB
8/17/2016,314.17,314.71,311.29,313.82,852640,BIIB
8/18/2016,313.57,313.76,312,313.38,878954,BIIB
